timestamp,close,high,low,open,volume
1478266212,757.4100,757.4200,755.1300,755.7600,146900
1478266262,757.6700,758.2350,756.2200,756.6000,15000
1478266326,757.9300,758.1600,756.6100,757.5180,11200
1478266393,758.7800,758.7800,757.6000,757.8800,10400
1478266445,759.5000,759.8700,758.6125,758.6175,12300
1478266502,761.7400,761.7400,759.0001,759.1100,9600
1478266561,761.7501,762.5800,761.3200,761.6600,11500
1478266623,764.9950,764.9950,762.2775,762.2775,21000
1478266680,765.6566,766.0985,764.4300,764.9200,22600
1478266750,765.2000,765.6600,765.0000,765.4153,13900
1478266811,765.2425,765.6190,765.0000,765.3050,7200
1478266869,764.4250,765.2900,763.7300,764.3100,7600
1478266932,764.2500,764.6400,763.6500,764.1650,4500
1478266989,763.1302,763.7750,763.0500,763.6534,4100
1478267040,761.7200,763.2720,761.1500,763.1136,10600
1478267117,761.7300,762.3000,761.0000,761.1600,8000
1478267160,761.8700,762.2300,761.5000,761.5000,5800
1478267239,762.2600,762.2600,761.8100,761.8100,2200
1478267286,762.4900,762.7800,761.8100,761.9300,4100
1478267360,761.1701,762.6400,761.1701,762.5000,4100
1478267413,760.2100,761.3224,760.1565,761.1200,3400
1478267460,758.5510,760.3000,758.5510,760.1360,8700
1478267528,759.6100,759.7300,759.0925,759.1500,2800
1478267589,760.7800,761.0000,759.9700,760.2200,4100
1478267644,761.4539,761.4539,760.9800,760.9800,4500
1478267700,760.3150,761.6500,759.9200,761.6500,4800
1478267765,759.3950,760.4400,759.2600,760.4400,2900
1478267825,759.5400,760.1150,759.5400,759.7400,3900
1478267883,760.3650,760.8000,760.1300,760.1800,4200
1478267942,760.0500,760.2300,759.4100,760.1200,8700
1478268008,760.0050,760.5050,759.9300,760.1380,7300
1478268067,760.5974,760.6072,759.6400,759.6400,5600
1478268127,760.7800,760.9000,760.4400,760.5900,2300
1478268186,762.0000,762.0000,761.1400,761.2500,4500
1478268246,762.6100,762.6800,761.6925,762.0500,7600
1478268301,761.5900,762.6400,761.5800,762.4800,9800
1478268365,761.4800,762.1457,761.4800,762.1457,3800
1478268442,762.0000,762.0000,761.4350,761.4350,2900
1478268510,762.6900,762.6900,762.3800,762.3800,800
1478268546,761.6900,762.9100,761.6900,762.7082,4300
1478268602,762.4016,762.6150,761.9900,762.0100,2900
1478268665,762.5524,762.8500,762.2000,762.6432,10400
1478268721,762.2500,762.7300,762.2500,762.5000,2800
1478268780,761.4698,762.0000,761.0000,762.0000,6900
1478268880,761.0600,761.4600,761.0600,761.1500,2200
1478268919,760.7300,761.0300,760.2500,761.0300,20700
1478268960,761.2400,761.2400,760.2200,760.6300,4000
1478269021,762.0900,762.0900,761.2300,761.2300,2000
1478269087,763.2100,763.3900,762.0500,762.2100,5800
1478269175,763.8300,763.8600,763.2600,763.4500,5400
1478269213,763.7400,763.8000,763.2645,763.5300,8600
1478269267,764.1900,764.1900,763.4300,763.4300,1600
1478269323,764.7100,764.7100,763.5300,764.1000,6200
1478269397,764.0400,764.4600,764.0400,764.3700,2600
1478269442,764.0200,764.0200,763.5100,763.7300,3000
1478269553,764.3300,764.3300,763.8830,764.3050,2600
1478269561,763.7000,764.6000,763.4600,764.6000,4900
1478269640,763.5600,763.7700,763.5600,763.5600,1200
1478269690,763.5900,763.9112,763.2480,763.9112,1500
1478269747,764.2000,764.2000,763.8000,763.8000,2500
1478269813,764.4900,764.4900,763.8800,764.1500,3800
1478269881,763.9607,764.2987,763.9607,764.2987,2900
1478269921,764.6793,764.8500,764.1600,764.1600,6400
1478269983,764.7700,765.2400,764.4100,764.8072,7200
1478270047,764.6800,764.9600,764.4700,764.5399,8800
1478270104,764.9300,764.9300,764.2290,764.4700,9000
1478270173,765.7000,765.8400,764.5800,764.5800,5900
1478270221,764.7900,765.7800,764.7900,765.7800,16300
1478270284,765.5100,765.5100,764.2850,764.3000,4600
1478270341,764.9200,765.4431,764.8000,765.4431,9500
1478270401,765.4000,765.4400,764.9300,765.2600,4100
1478270464,764.2400,765.2000,764.2400,765.2000,5800
1478270520,763.8200,764.4100,763.6600,764.2600,5200
1478270584,764.0300,764.2300,763.9900,764.0100,1000
1478270641,764.0200,764.5100,764.0000,764.2500,2600
1478270702,764.0200,764.2350,763.9000,763.9700,2100
1478270770,764.3500,764.3500,764.0100,764.0100,1900
1478270845,764.6212,764.6212,764.3800,764.3800,1700
1478270891,764.9900,764.9900,764.4290,764.7700,1200
1478270940,764.8700,765.1900,764.8700,765.0200,1300
1478271018,764.9400,765.1500,764.8500,764.8600,4700
1478271070,765.6900,765.6900,765.1200,765.1200,1300
1478271122,765.4883,765.6500,764.9500,765.5000,5600
1478271189,764.6000,765.4000,764.6000,765.1600,3000
1478271247,765.2000,765.2000,764.6841,765.0000,3400
1478271359,765.1500,765.4600,765.0000,765.2590,5800
1478271361,765.0700,765.2900,764.8978,765.1900,8500
1478271475,765.1800,765.2400,765.1800,765.2400,900
1478271480,764.7700,765.2400,764.7600,765.2300,4500
1478271553,764.1200,764.7600,764.1200,764.7600,2100
1478271619,764.3600,764.3800,764.0900,764.1950,1100
1478271662,763.8550,764.2200,763.7200,764.2200,5000
1478271779,764.0100,764.1295,763.6400,763.6950,4600
1478271784,764.7699,764.9100,764.0800,764.0800,4400
1478271841,765.3150,765.3150,765.0800,765.0800,1300
1478271915,765.6500,765.9580,765.4900,765.6500,4900
1478271960,765.3600,765.7700,765.0748,765.6400,9000
1478272024,765.2100,765.3800,764.9400,765.1348,3400
1478272085,765.3500,765.3500,765.0200,765.2000,2900
1478272157,764.5400,765.3100,764.5400,765.0800,3200
1478272202,764.5600,764.7050,764.4500,764.5000,1900
1478272278,765.3100,765.3100,764.5944,764.8100,4900
1478272330,765.2000,765.5800,765.2000,765.3800,2700
1478272392,765.5900,765.5900,765.2281,765.3100,1400
1478272444,765.1000,765.7700,765.1000,765.7700,3400
1478272500,764.9200,765.1700,764.8600,765.1700,1700
1478272578,765.3300,765.5400,764.9800,765.0300,4300
1478272623,765.0200,765.1400,764.9000,765.1400,3200
1478272705,765.0050,765.0050,764.9900,764.9900,400
1478272748,764.7700,764.9700,764.6700,764.9600,2700
1478272820,764.5400,764.8400,764.3950,764.8400,2100
1478272868,764.2300,764.5250,764.1100,764.5250,1100
1478272920,764.5800,764.5800,763.8300,764.2600,4300
1478273003,764.6500,764.6500,764.2600,764.3622,2300
1478273043,764.7700,764.7800,764.3992,764.7700,2100
1478273115,763.9200,764.6150,763.7300,764.4800,3000
1478273163,764.0500,764.4300,763.6700,764.1500,8500
1478273229,764.4500,764.4500,763.1150,764.0400,15500
1478273282,764.2200,764.4400,764.2200,764.4400,900
1478273340,764.9850,765.0000,764.0505,764.2100,6000
1478273401,764.7200,765.3700,764.6500,764.7500,4800
1478273519,764.3265,764.6600,763.8100,764.6600,3800
1478273521,764.5650,764.8350,763.9900,764.3140,21100
1478273630,764.1900,764.6000,764.0500,764.3895,3100
1478273642,764.9000,764.9854,763.9900,764.1850,11000
1478273700,764.5300,764.8200,764.4800,764.8200,2100
1478273771,764.1620,764.5900,764.1620,764.2880,4800
1478273822,764.0000,764.4500,764.0000,764.4000,3700
1478273889,764.0790,764.2090,763.7800,763.9700,5700
1478273941,763.9200,764.1100,763.7705,763.8400,3400
1478274019,763.3950,763.9300,763.3950,763.9300,2300
1478274060,763.0000,763.5267,763.0000,763.3400,6500
1478274145,763.0300,763.2973,763.0300,763.2973,500
1478274182,762.8200,763.2000,762.8000,763.1500,5100
1478274244,763.1300,763.2700,762.7000,762.8100,3600
1478274350,762.9700,763.0200,762.9700,763.0100,1100
1478274419,762.8094,762.9950,762.6200,762.6200,1000
1478274423,762.9900,763.2150,762.8000,762.8000,3600
1478274487,763.5000,763.6150,763.1700,763.1700,3500
1478274551,763.5600,763.8800,763.5600,763.7100,2100
1478274602,763.1700,763.7000,763.1100,763.6700,2900
1478274679,763.6588,763.6588,762.9000,762.9000,2600
1478274753,763.4700,763.5900,763.4700,763.5900,1400
1478274816,763.1450,763.1450,763.1450,763.1450,200
1478274840,763.6500,764.0368,763.2700,763.2700,5800
1478274936,763.6636,763.8900,763.6636,763.8900,700
1478274975,764.0150,764.0150,763.8200,763.9400,1000
1478275026,763.6800,764.1600,763.6800,763.9000,2100
1478275130,763.7400,763.7400,763.7400,763.7400,100
1478275147,763.9500,764.0100,763.7400,763.7700,4400
1478275214,764.2750,764.2750,763.9700,764.0700,1500
1478275266,764.4200,764.5000,764.1100,764.1100,1400
1478275337,764.2800,764.5900,763.7400,764.4400,3500
1478275386,764.2450,764.3450,764.0900,764.1200,3500
1478275453,764.3500,764.3500,764.0600,764.2400,3500
1478275501,764.4600,764.5000,764.0400,764.0900,5400
1478275569,764.8500,764.9200,764.4100,764.4300,8600
1478275623,765.0550,765.0550,764.7650,764.9100,3900
1478275691,765.0100,765.1000,764.8900,764.9500,2800
1478275745,765.1300,765.2800,765.0100,765.1450,2900
1478275801,765.3700,765.3700,765.2600,765.2600,1900
1478275865,765.5600,765.5600,765.3200,765.3200,1600
1478275928,765.5800,765.7262,765.3650,765.4900,3000
1478275991,765.4150,765.6800,765.3900,765.6156,3000
1478276096,765.3700,765.6000,765.3500,765.3900,4200
1478276107,765.6800,765.6800,765.3900,765.5300,2200
1478276177,765.8200,765.8500,765.5100,765.5100,2300
1478276226,765.7200,765.8455,765.6900,765.7100,2000
1478276294,765.6200,765.7000,765.6200,765.7000,1100
1478276341,766.0294,766.0900,765.5000,765.5500,6000
1478276403,766.0100,766.1450,766.0000,766.1100,2600
1478276463,765.9617,766.0700,765.9617,766.0175,1700
1478276579,765.7600,766.0450,765.7600,765.9350,4000
1478276580,765.7960,765.9000,765.7300,765.7400,2200
1478276644,766.0200,766.0200,765.5850,765.7900,2700
1478276728,766.1800,766.1800,765.8450,765.9500,3100
1478276765,766.3300,766.3900,766.1092,766.1092,2000
1478276843,766.3800,766.4000,766.1700,766.3200,2900
1478276885,766.9250,766.9250,766.3400,766.3400,2300
1478276943,766.6580,766.7600,766.6000,766.7300,2600
1478277024,767.1300,767.2000,766.7700,767.0000,1800
1478277066,766.9800,767.1600,766.9100,766.9700,2400
1478277128,766.9900,766.9900,766.7101,766.8788,1600
1478277184,766.8350,767.0000,766.6300,766.8000,2600
1478277244,766.7900,767.0000,766.7600,766.8550,4600
1478277359,766.9800,766.9992,766.8500,766.9400,3600
1478277364,767.0700,767.0700,766.9500,766.9900,1400
1478277422,767.1295,767.1800,767.1295,767.1800,700
1478277493,766.7600,767.0000,766.6600,766.9800,1900
1478277541,766.1995,766.7400,766.1000,766.6300,4300
1478277606,766.8600,766.9400,766.2000,766.2000,4800
1478277663,766.9800,767.3000,766.7000,766.8700,9900
1478277724,767.6084,767.6084,767.1301,767.2500,10000
1478277782,767.1095,767.4400,766.8510,767.4300,4100
1478277849,767.3200,767.3850,766.9200,766.9200,2800
1478277900,767.1500,767.3347,766.8100,767.3347,4000
1478277978,767.2900,767.2900,766.9750,767.0700,5200
1478278024,767.7000,767.8800,767.2700,767.3700,13500
1478278100,767.4400,767.4871,767.3300,767.4871,1100
1478278153,767.3800,767.4095,767.1429,767.1429,2500
1478278201,767.5900,767.7550,767.5300,767.5305,4000
1478278262,768.0000,768.1495,767.4850,767.5800,13600
1478278327,768.5500,768.8500,768.2200,768.2200,12000
1478278389,768.5900,768.7900,768.5609,768.5609,1700
1478278447,768.4483,768.6350,768.4400,768.4400,1100
1478278504,768.2400,768.4200,768.2100,768.2400,3300
1478278575,768.3650,768.3650,767.9600,767.9700,4700
1478278622,769.2400,769.2880,768.3000,768.3000,11200
1478278685,769.8800,769.8800,769.1900,769.2900,9500
1478278744,769.7400,769.8900,769.5700,769.8900,10200
1478278810,769.4600,770.3600,769.3900,769.9100,8900
1478278873,769.3295,769.5200,769.0000,769.5200,2700
1478278979,769.1100,769.2390,768.9400,769.2390,7700
1478278980,768.7889,769.5000,768.7889,769.2575,19600
1478279043,768.7600,768.8995,768.6400,768.8550,2200
1478279109,768.6000,768.8250,768.4164,768.4164,2000
1478279166,769.0200,769.2500,768.5000,768.6500,10100
1478279221,769.1300,769.4795,769.0000,769.0000,19400
1478279281,768.5000,769.0200,768.5000,769.0200,6900
1478279392,768.6000,768.6000,768.6000,768.6000,100
1478279411,767.8395,768.4400,767.7200,768.3200,3000
1478279462,767.5000,767.9600,767.4500,767.8300,4300
1478279579,767.8505,768.0000,767.4600,767.5200,3900
1478279580,768.1100,768.2200,767.8100,767.8701,4000
1478279640,768.1900,768.1900,768.1200,768.1200,500
1478279704,768.1900,768.5600,768.1800,768.5600,800
1478279830,768.2300,768.3769,768.2300,768.3769,600
1478279891,768.2900,768.2900,768.2400,768.2400,800
1478279974,767.9380,768.3299,767.5900,768.2800,3800
1478280003,768.0600,768.3447,767.9304,767.9304,2300
1478280100,768.3300,768.3300,768.3300,768.3300,200
1478280141,768.1100,768.2400,768.0400,768.2400,1200
1478280193,767.6100,768.0300,767.5700,768.0300,1400
1478280243,767.7200,767.7800,767.6700,767.7000,1900
1478280341,767.2900,767.2900,767.2900,767.2900,400
1478280375,767.2300,767.3850,767.1000,767.2722,4600
1478280421,767.5005,767.7200,766.8456,766.8870,5200
1478280487,768.1300,768.1300,767.6000,767.6000,1900
1478280602,767.6678,767.8500,767.6678,767.8500,2200
1478280664,767.9400,767.9600,767.6600,767.6700,2000
1478280745,767.9157,767.9157,767.9157,767.9157,200
1478280780,768.0300,768.1000,767.8400,768.0600,1100
1478280855,768.2055,768.2232,767.7800,767.7800,2800
1478280949,768.2300,768.2300,768.1100,768.1100,1300
1478280960,768.3100,768.3100,768.0600,768.1700,2100
1478281050,768.6110,768.6110,768.5000,768.5000,2000
1478281085,768.1867,768.6400,768.1867,768.6400,2800
1478281144,768.3500,768.4259,768.3500,768.4259,1100
1478281201,768.1200,768.2000,768.1200,768.1400,700
1478281276,768.0800,768.2799,768.0000,768.0000,2100
1478281331,767.6901,768.0100,767.6901,768.0040,1700
1478281391,767.5359,767.7200,767.4600,767.7200,1900
1478281453,767.5300,767.5300,767.4000,767.5000,4000
1478281504,767.4400,767.4400,767.4000,767.4000,1800
1478281619,767.2900,767.4200,767.2900,767.3500,1400
1478281630,767.2650,767.3150,767.1200,767.2100,3200
1478281683,767.5242,767.6100,767.2200,767.2200,1800
1478281800,767.8150,767.9250,767.8150,767.8500,800
1478281867,767.4000,767.8684,767.2300,767.8684,4000
1478281934,767.6750,767.6750,767.2360,767.4400,2100
1478281992,767.6100,767.6100,767.4300,767.5300,4000
1478282059,767.2900,767.6000,767.2900,767.4300,900
1478282109,767.4100,767.4100,766.8900,767.1300,2500
1478282162,767.1700,767.9000,767.1700,767.5550,8800
1478282236,767.5000,767.5802,767.4876,767.4876,1000
1478282309,767.9892,767.9892,767.7100,767.7100,2200
1478282342,767.7300,768.1607,767.7300,767.9500,2400
1478282425,767.7200,767.8400,767.7200,767.8400,600
1478282478,767.2100,767.7100,767.2100,767.7100,1600
1478282525,767.2650,767.4950,766.9200,767.4100,7500
1478282593,766.9800,767.1500,766.7900,767.0550,14600
1478282677,766.8520,766.9400,766.7400,766.8300,3900
1478282754,766.7500,767.0000,766.7500,766.8100,2100
1478282792,766.7600,767.0600,766.7600,766.7900,7600
1478282873,766.6700,766.8600,766.5800,766.8600,3400
1478282936,767.0200,767.0200,766.3800,766.7800,15700
1478282941,767.1300,767.1400,767.0600,767.0600,1600
1478283023,767.1189,767.2000,767.1189,767.1800,1000
1478283109,767.5200,767.5200,767.5200,767.5200,300
1478283137,767.5000,767.5000,767.5000,767.5000,200
1478283199,767.9255,768.0000,767.8150,767.9700,900
1478283256,767.9500,768.0500,767.8200,767.8750,2000
1478283317,767.9105,768.2995,767.9105,768.1732,3900
1478283367,768.0400,768.0400,767.6900,767.9300,5200
1478283440,768.0100,768.1200,768.0100,768.1200,1100
1478283505,767.4100,767.7500,767.3107,767.7500,17500
1478283547,767.1300,767.6018,767.1300,767.5146,2700
1478283627,767.0700,767.1100,767.0400,767.1100,500
1478283684,767.1100,767.2800,766.8200,766.9875,6000
1478283733,767.3600,767.5400,767.1600,767.1600,2400
1478283780,767.4500,767.4500,767.4500,767.4500,600
1478283882,767.2600,767.3400,767.2600,767.3400,1000
1478283902,767.0300,767.0850,767.0100,767.0850,1100
1478283960,766.7200,767.0500,766.6100,767.0500,2000
1478284029,766.6700,766.8000,766.4500,766.7500,2800
1478284086,766.6900,766.8400,766.4492,766.7900,2400
1478284152,766.7950,766.9400,766.6400,766.8600,1900
1478284203,766.6500,766.8000,766.2900,766.6600,5000
1478284266,766.9300,767.0000,766.6653,766.6653,1200
1478284325,766.8400,767.0000,766.6900,766.7332,2400
1478284385,766.6400,766.7800,766.5100,766.7000,2400
1478284442,766.4300,766.6100,766.1200,766.5500,2000
1478284505,766.5900,766.5900,766.1800,766.2900,8800
1478284560,766.7150,766.7200,766.2610,766.4900,2600
1478284641,766.4597,766.6850,766.4597,766.6279,2900
1478284685,766.4235,766.5550,766.2900,766.4950,2400
1478284743,766.4400,766.5800,766.3000,766.3000,4300
1478284803,766.7900,766.9000,766.5100,766.5100,7900
1478284867,766.6700,766.8200,766.6100,766.6900,1600
1478284922,766.5722,766.6900,766.5722,766.6900,1000
1478285015,766.6000,766.6800,766.5900,766.6250,1500
1478285097,766.7500,766.7500,766.5900,766.5900,900
1478285100,766.6500,766.7900,766.5900,766.7400,2000
1478285166,766.7600,766.8800,766.5401,766.6243,4600
1478285276,766.6300,766.9400,766.6300,766.8300,3000
1478285280,766.5650,766.8100,766.4200,766.6600,4700
1478285343,766.5295,766.5295,766.0000,766.3300,16200
1478285401,767.0500,767.0500,766.5400,766.5400,6000
1478285516,766.6600,766.8577,766.5200,766.7260,7400
1478285526,766.6575,766.6800,766.5200,766.5350,5900
1478285586,766.6600,766.7600,766.6117,766.6500,900
1478285640,766.3901,766.5450,766.3000,766.3900,6100
1478285736,766.3900,766.4999,766.2500,766.3400,3200
1478285762,766.5500,766.6300,766.4800,766.4800,3500
1478285862,766.5000,766.6100,766.5000,766.6000,600
1478285897,766.5595,766.7795,766.5000,766.5950,20400
1478285940,766.4442,766.6300,766.2400,766.5600,14700
1478286001,765.9200,766.3000,765.8500,766.2500,4500
1478286096,765.9167,766.0050,765.7700,765.7700,1900
1478286162,765.7100,766.0500,765.7100,766.0500,1400
1478286180,765.5668,765.7750,765.5600,765.7750,1200
1478286250,765.2900,765.5100,765.1000,765.5100,1700
1478286307,764.6300,765.1000,764.6300,765.1000,5300
1478286401,764.7600,764.7600,764.7600,764.7600,200
1478286421,764.8300,765.0000,764.6500,764.7500,10300
1478286489,764.7500,764.8300,764.6000,764.7800,3300
1478286545,764.9000,764.9000,764.5800,764.6700,2200
1478286605,764.7400,764.8500,764.4250,764.7850,4700
1478286660,764.8350,764.9200,764.8350,764.8500,1000
1478286733,765.0300,765.0300,764.8200,764.8200,3000
1478286791,764.9500,765.1000,764.9200,764.9800,4900
1478286864,765.3700,765.3700,765.0400,765.0400,2600
1478286900,765.4400,765.6600,765.1700,765.3200,3600
1478286961,765.6900,765.8546,765.4600,765.5400,7300
1478287079,765.9995,765.9995,765.5400,765.6000,8200
1478287080,765.8500,766.0495,765.7700,766.0000,15200
1478287147,765.1700,765.9275,765.0900,765.9275,3600
1478287201,765.4500,765.4700,765.1200,765.1300,7200
1478287319,765.3000,765.6950,765.3000,765.3700,6600
1478287377,765.1725,765.3950,765.1400,765.2900,3900
1478287382,765.3000,765.3000,765.1250,765.1650,9400
1478287442,765.1700,765.2400,765.0500,765.2100,2200
1478287506,765.1700,765.2350,765.1600,765.2220,3100
1478287583,765.1750,765.1750,765.1200,765.1200,600
1478287641,764.8100,765.2400,764.8100,765.2000,4900
1478287685,764.9000,764.9200,764.7600,764.8200,15800
1478287745,764.3800,764.8600,764.3500,764.8000,6000
1478287806,764.5200,764.5500,764.1500,764.3700,6300
1478287861,764.4000,764.5200,764.3500,764.4900,3700
1478287920,764.5200,764.5500,764.1800,764.2400,5100
1478287996,763.8100,764.4100,763.8100,764.3000,4000
1478288046,763.7100,763.8400,763.6100,763.6100,900
1478288110,763.7500,763.9300,763.7500,763.7600,2700
1478288160,763.3800,763.9100,763.3300,763.7000,4300
1478288222,762.8000,763.3700,762.7300,763.3700,3900
1478288284,762.6605,762.9900,762.6600,762.7600,6000
1478288359,762.8810,762.9700,762.6680,762.9700,2500
1478288401,762.5800,762.8100,762.4400,762.8100,10800
1478288460,762.8700,763.2400,762.5900,762.6100,8200
1478288541,762.8400,763.0400,762.8100,763.0100,2500
1478288586,762.8400,763.1950,762.8300,762.8300,4700
1478288645,763.0100,763.2200,762.9500,762.9500,3200
1478288705,762.8800,763.0300,762.7500,763.0000,5900
1478288771,762.3200,763.0600,762.3200,763.0600,3900
1478288826,761.9500,762.4400,761.9500,762.3300,4200
1478288883,762.2300,762.2900,761.6800,761.8300,7200
1478288940,762.6300,762.7800,762.2900,762.2900,6400
1478289000,762.0300,762.4700,762.0300,762.3800,11100
1478289060,761.8300,762.2400,761.4350,762.2400,10000
1478289120,761.7000,761.9900,761.6800,761.9400,10400
1478289186,761.7900,761.8900,761.5950,761.7200,10300
1478289244,761.8400,762.1401,761.6500,761.8100,10000
1478289301,762.2800,762.3200,761.9360,761.9500,10900
1478289419,762.6400,762.8650,762.1000,762.2500,19100
1478289420,762.7600,762.8750,762.5000,762.5500,9900
1478289480,762.8100,763.1100,762.6200,762.6300,13300
1478289540,762.1100,762.9400,762.1100,762.8400,32800
1478289600,762.0200,762.0200,762.0200,762.0200,88700